LNG,LAT,ROUTES,STOPNAME,DIR,DISTANCE_FROM_STREET,CITY,POSTAL,CORNER,ON_STREET,AT_STREET,STOPNAME_BSID,,County
-105.10972,39.736847,100,Kipling St & W 13th Pl,S,75,Lakewood,80215,SW,Kipling St,W 13th Pl,Kipling St & W 13th Pl (Stop No. 14794),,Lakewood County
-104.792782,39.579237,483,S Parker Rd & Jamison Ave,NW,50,Aurora,80016,NE,Parker Rd,E Jamison Av,S Parker Rd & Jamison Ave (Stop No. 22256),,Aurora County
-104.98775,39.656016,"0L, 0",S Broadway & W Floyd Ave,S,75,Englewood,80110,SW,S Broadway,W Floyd Av,S Broadway & W Floyd Ave (Stop No. 22268),,Englewood County
-104.987874,39.645532,"0L, 0",S Broadway & W Mansfield Ave,S,75,Englewood,80110,SW,S Broadway,W Mansfield Av,S Broadway & W Mansfield Ave (Stop No. 12558),,Englewood County
-105.015308,39.846708,80,Zuni St & Stacy Dr {1110},N,75,Sherrelwood,80221,NE,Zuni St,Stacy Dr,Zuni St & Stacy Dr {1110} (Stop No. 17483),,Sherrelwood County
-105.123266,39.681732,21,S Pierson St & W Jewell Ave {1304},N,100,Lakewood,80227,SE,S Pierson St,W Jewell Av,S Pierson St & W Jewell Ave {1304} (Stop No. 17522),,Lakewood County
-105.034644,39.689502,14,W Florida Ave & S Lowell Blvd,W,65,Denver,80219,NW,W Florida Av,S Lowell Blvd,W Florida Ave & S Lowell Blvd (Stop No. 13912),,Denver County
-105.068942,39.689506,14,W Florida Ave & S Marshall St,W,75,Lakewood,80232,NW,W Florida Av,S Marshall St,W Florida Ave & S Marshall St (Stop No. 13914),,Lakewood County
-105.126117,40.152317,J,Nelson Rd & Boulder County Fairgrounds {2015},E,50,Longmont,80501,SE,Nelson Rd,Boulder Fairgrounds E,Nelson Rd & Boulder County Fairgrounds {2015} (Stop No. 25872),,Longmont County
-105.126649,40.152488,J,Nelson Rd & Boulder County Fairgrounds {2015},W,90,Longmont,80501,NW,Nelson Rd,Boulder Fairgrounds W,Nelson Rd & Boulder County Fairgrounds {2015} (Stop No. 25873),,Longmont County
-105.1315042,40.14026411,BOLT,Hwy 119 & S Hover St {2015},E,200,Longmont,80503,SW,Hwy 119,N Hover St,Hwy 119 & S Hover St {2015} (Stop No. 25876),,Longmont County
-104.790657,39.74002971,"169, 169L, 15",Colfax Ave & Airport Blvd,E,125,Aurora,80011,SE,E Colfax Av,Airport Blvd,Colfax Ave & Airport Blvd (Stop No. 12851),,Aurora County
-105.0916359,39.74037462,"16, 16L",W Colfax Ave & Carr St,W,165,Lakewood,80215,NW,W Colfax Av,Carr St,W Colfax Ave & Carr St (Stop No. 12853),,Lakewood County
-105.090572,39.929321,LD,US 287 & W 10th Ave {1104},N,90,Broomfield,80020,NE,Hwy 287,W 10th Ave,US 287 & W 10th Ave {1104} (Stop No. 17958),,Broomfield County
-104.996553,39.878768,8,Huron St & W 100th Pl {1110},N,125,Northglenn,80260,NE,Huron St,W 100th Pl,Huron St & W 100th Pl {1110} (Stop No. 14406),,Northglenn County
-104.9967886,39.89707308,8,11000 Block Huron St {1110},S,925,Northglenn,80234, ,Huron St,W 112th Av,11000 Block Huron St {1110} (Stop No. 14412),,Northglenn County
-104.996831,39.901062,8,Huron St & W 114th Ave {2018},S,475,Westminster,80234,NW,Huron St,W 112th Av,Huron St & W 114th Ave {2018} (Stop No. 14416),,Westminster County
-105.254195,40.032867,"BOND, 208",Glenwood Dr & 30th St,W,90,Boulder,80301,NW,Glenwood Dr,30th St,Glenwood Dr & 30th St (Stop No. 14105),,Boulder County
-105.255325,40.21559,Y,4200 Block US 36,E,2000,Longmont,80503,SW,Hwy 66,Hwy 36,4200 Block US 36 (Stop No. 25105),,Longmont County
-105.0147565,39.71109011,"3, 4",W Alameda Ave & S Yuma St,E,45,Denver,80223,SE,W Alameda Av,S Zuni St,W Alameda Ave & S Yuma St (Stop No. 12119),,Denver County
-104.865817,39.718514,105,Havana St & 1st Ave,N,105,Aurora,80010,NE,Havana St,E 1st Av,Havana St & 1st Ave (Stop No. 14235),,Aurora County
-104.992086,39.542234,401,Lucent Blvd & S Broadway,E,75,Highlands Ranch,80129,,Lucent Blvd,S Broadway,Lucent Blvd & S Broadway (Stop No. 26323),,Highlands Ranch County
-105.000817,39.543216,401,Bristle Pine Cir & Lucent Blvd,N,75,Highlands Ranch,80129,,Lucent Blvd,Bristlepine Cr,Bristle Pine Cir & Lucent Blvd (Stop No. 26324),,Highlands Ranch County
-104.953657,39.856029,92,88th Ave & Welby Rd {1203},E,125,Welby,80229,SE,E 88th Av,Welby Rd,88th Ave & Welby Rd {1203} (Stop No. 22945),,Welby County
-105.24943,39.978846,206,Gillaspie Dr & Darley Ave,NW,65,Boulder,80305,NW,Gillaspie Dr,Darley Av,Gillaspie Dr & Darley Ave (Stop No. 19390),,Boulder County
-104.9778,39.829336,12,Washington St & 73rd Ave,N,90,Welby,80229,NE,Washington St,E 73rd Av,Washington St & 73rd Ave (Stop No. 17193),,Welby County
-105.00182,39.776342,"19, 52",Lipan St & W 44th Ave,S,65,Denver,80211,SW,Lipan St,W 44th Av,Lipan St & W 44th Ave (Stop No. 14996),,Denver County
-105.001787,39.778052,"19, 52",Lipan St & W 45th Ave,S,75,Denver,80211,SW,Lipan St,W 45th Av,Lipan St & W 45th Ave (Stop No. 14999),,Denver County
-105.001786,39.779895,"19, 52",Lipan St & W 46th Ave,S,125,Denver,80211,SW,Lipan St,W 46th Av,Lipan St & W 46th Ave (Stop No. 15000),,Denver County
-105.0474292,39.70079872,4,Morrison Rd & W Kentucky Ave,E,120,Denver,80219,SE,Morrison Rd,W Kentucky Ave,Morrison Rd & W Kentucky Ave (Stop No. 25843),,Denver County
-104.996797,39.756907,"120X, LX, LD",Wewatta St & 21st St,SW,75,Denver,80202,NW,Wewatta St,21st St,Wewatta St & 21st St (Stop No. 25925),,Denver County
-104.8460577,39.91447935,120L,120th Ave & Peoria St,W,90,Henderson,80640,SW,MLK Blvd,Monaco Pkwy,120th Ave & Peoria St (Stop No. 33635),,Henderson County
-104.9131235,39.76177765,43,MLK Blvd & Monaco Pkwy,E,60,Denver,80207,,Martin Luther King Jr ,,MLK Blvd & Monaco Pkwy (Stop No. 33632),,Denver County
-104.8938526,39.78543279,88,Northfield Blvd & Uinta St,E,317,Denver,80216,SW,E 49th Ave,Uinta St,Northfield Blvd & Uinta St (Stop No. 33024),,Denver County
-104.959406,39.707262,24,S University Blvd & Virginia Ave,S,65,Denver,80209,SW,S University Blvd,E Virginia Ave,S University Blvd & Virginia Ave (Stop No. 16871),,Denver County
-104.940479,39.704415,40,S Colorado Blvd & Exposition Ave,N,15,Glendale,80246,NE,S Colorado Blvd,E Exposition Av,S Colorado Blvd & Exposition Ave (Stop No. 13114),,Glendale County
-104.809651,39.780633,121,Chambers Rd & Bolling Dr,N,75,Denver,80239,NE,Chambers Rd,E Bolling Dr,Chambers Rd & Bolling Dr (Stop No. 20866),,Denver County
-105.114227,39.987066,DASH,South Boulder Rd & Ceres Dr,W,100,Lafayette,80026,NE,S Boulder Rd,Ceres Dr,South Boulder Rd & Ceres Dr (Stop No. 21135),,Lafayette County
-104.917734,39.841677,88L,80th Ave & Kimberly St,E,65,Derby,80022,SE,E 80th Av,Kimberly St,80th Ave & Kimberly St (Stop No. 22957),,Derby County
-104.9403644,39.91349555,"93L, 39L",Colorado Blvd & 120th Ave {1203},S,90,Thornton,80233,SW,Colorado Blvd,E 120th Ave,Colorado Blvd & 120th Ave {1203} (Stop No. 18928),,Thornton County
-104.847308,39.685446,121,S Peoria St & Mexico Ave,S,65,Aurora,80012,SW,S Peoria St,E Mexico Av,S Peoria St & Mexico Ave (Stop No. 15944),,Aurora County
-105.087742,39.618206,59,W Crestline Ave & S Wadsworth Blvd,E,500,Denver,80123,SE,W Crestline Ave,S Wadsworth Blvd,W Crestline Ave & S Wadsworth Blvd (Stop No. 25000),,Denver County
-104.873059,39.530278,403,Park Meadows Blvd & Ridgegate Pkwy {1401},E,75,Lone Tree,80124,NE,Ridgegate Cr,Ridgegate Pkwy,Park Meadows Blvd & Ridgegate Pkwy {1401} (Stop No. 25948),,Lone Tree County
-104.909341,39.711147,3,Alameda Ave & S Niagara St,E,85,Denver,80224,SE,E Alameda Av,S Niagara St,Alameda Ave & S Niagara St (Stop No. 12051),,Denver County
-105.0816322,39.73082739,76,Wadsworth Blvd & W 9th Ave,S,105,Lakewood,80214,,N Wadsworth Blvd,W 9th Ave,Wadsworth Blvd & W 9th Ave (Stop No. 33666),,Lakewood County
-105.1039386,39.91045834,228,Metro Airport Ave & W 119th Dr {1105},SE,895,Broomfield,80021,,Metro Airport Ave,W 119th Dr,Metro Airport Ave & W 119th Dr {1105} (Stop No. 33670),,Broomfield County
-105.083162,40.177994,323,Alpine St & Verdant Cir {1103},S,10,Longmont,80501,NW,Alpine St,Verdant Cir,Alpine St & Verdant Cir {1103} (Stop No. 12176),,Longmont County
-105.0530918,39.83763174,51,Sheridan Blvd & W 78th Ave,N,135,Westminster,80030,SE,Sheridan Blvd,W 78th Ave,Sheridan Blvd & W 78th Ave (Stop No. 33581),,Westminster County
-105.275072,40.00708737,HOP,14th St & College Ave,S,75,Boulder,80302,,,,14th St & College Ave (Stop No. 33136),,Boulder County
-104.95939,39.696332,24,S University Blvd & Mississippi Ave,S,75,Denver,80210,SW,S University Blvd,E Mississippi Ave,S University Blvd & Mississippi Ave (Stop No. 16860),,Denver County
-104.763854,39.777295,42,45th Ave & Ceylon St,SE,75,Denver,80249,SE,E 45th Av,Ceylon St,45th Ave & Ceylon St (Stop No. 20848),,Denver County
-105.1028048,40.03732873,LD,US 287 & Isabelle Rd,N,90,Lafayette,80026,NE,Hwy 287,Isabelle Rd,US 287 & Isabelle Rd (Stop No. 33683),,Lafayette County
-104.809915,39.718216,"153, 157",Chambers Rd & 1st Ave,S,25,Aurora,80011,SW,Chambers Rd,E 1st Ave,Chambers Rd & 1st Ave (Stop No. 19127),,Aurora County
-104.981914,39.754388,43,Stout St & 25th St,NE,65,Denver,80205,SE,Stout St,25th St,Stout St & 25th St (Stop No. 16662),,Denver County
-105.0210329,39.7292397,"1, PLFX, 9",W 8th Ave & Decatur St,E,160,Denver,80204,SE,W 8th Av,Decatur St,W 8th Ave & Decatur St (Stop No. 11841),,Denver County
-105.0531618,39.78604508,51,Sheridan Blvd & W 49th Ave,N,125,Denver,80212,NE,Sheridan Blvd,W 49th Av,Sheridan Blvd & W 49th Ave (Stop No. 16478),,Denver County
-104.8485487,39.59489673,153,Arapahoe Rd & S Peoria St,E,75,Centennial,80112,SE,E Arapahoe Rd,S Peoria St,Arapahoe Rd & S Peoria St (Stop No. 21499),,Centennial County
-105.024604,39.86342,92,W 92nd Ave & Federal Blvd {1110},E,75,Federal Heights,80260,SE,W 92nd Av,Federal Blvd,W 92nd Ave & Federal Blvd {1110} (Stop No. 18339),,Federal Heights County
-104.893535,39.536543,403,Lincoln Ave & Fairview Dr {1401},W,75,Lone Tree,80124,NW,Lincoln Av,Fairview Dr,Lincoln Ave & Fairview Dr {1401} (Stop No. 25716),,Lone Tree County
-104.8466045,39.65774557,35,Nine Mile Station Gate J,SW,75,Aurora,80014, ,S Parker Rd,S Peoria St,Nine Mile Station Gate J (Stop No. 26199),,Aurora County
-105.2647849,40.22213233,Y,Lyons PnR,SE,125,Lyons,80540,S,Us Hwy 36,Park St,Lyons PnR (Stop No. 20922),,Lyons County
-105.139274,39.60954664,59,W Bowles Ave & S Wright St,E,95,Littleton,80127,SE,W Bowles Av,Wright St,W Bowles Ave & S Wright St (Stop No. 24580),,Littleton County
-104.9967775,39.74854401,MALL,16th Street Mall & Lawrence St,SE,75,Denver,80202,W,16th St,Lawrence St,16th Street Mall & Lawrence St (Stop No. 22352),,Denver County
-104.959567,39.729155,6,8th Ave & Josephine St,W,75,Denver,80206,NW,E 8th Av,Josephine St,8th Ave & Josephine St (Stop No. 11861),,Denver County
-105.0851886,39.90611595,FF,US 36 & Broomfield Station Gate K {1105},E,5,Broomfield,80021,NW,Transit Wy,Old Wadsworth Blvd,US 36 & Broomfield Station Gate K {1105} (Stop No. 33535),,Broomfield County
-105.0845921,39.90652468,FF,US 36 & Broomfield Station Gate L {1104},W,5,Broomfield,80020,NW,US 36,W 116th Ave,US 36 & Broomfield Station Gate L {1104} (Stop No. 33536),,Broomfield County
-104.9864786,39.8553379,"120X, 122X",Thornton PnR Gate B {1203},N,5,Thornton,80229, ,Grant St,W 88th Ave,Thornton PnR Gate B {1203} (Stop No. 21994),,Thornton County
-104.8994688,39.75095952,20,23rd Ave & Syracuse St,E,125,Denver,80207,SW,E 23rd Ave,Syracuse St,23rd Ave & Syracuse St (Stop No. 26201),,Denver County
-104.9939024,39.7596903,"120X, 38, FF, LX, LD",Park Ave W & Delgany St,NW,90,Denver,80216,NE,Park Av West,Delgany St,Park Ave W & Delgany St (Stop No. 23956),,Denver County
-104.862596,39.747511,20,Montview Blvd & Jamaica St,W,65,Aurora,80010,NW,Montview Blvd,Jamaica St,Montview Blvd & Jamaica St (Stop No. 15586),,Aurora County
-104.814522,39.725452,10,6th Ave & Elkhart St,E,75,Aurora,80011,SE,E 6th Av,Elkhart St,6th Ave & Elkhart St (Stop No. 18632),,Aurora County
-105.1076478,39.80201385,"100, 52",9800 Block W 58th Ave,W,800,Arvada,80004, ,W 58th Av,Independence St,9800 Block W 58th Ave (Stop No. 18730),,Arvada County
-104.950204,39.877778,93L,100th Ave & Steele St {1203},W,125,Thornton,80229,NW,E 100th Ave,Steele St,100th Ave & Steele St {1203} (Stop No. 23642),,Thornton County
-104.809748,39.670922,153,S Chambers Rd & Yale Ave,N,75,Aurora,80013,NE,S Chambers Rd,E Yale Av N,S Chambers Rd & Yale Ave (Stop No. 20056),,Aurora County
-104.8359474,39.75745315,153,30th Ave & Parklane Dr,N,150,Aurora,80011,S,E 30th Av,Parklane Dr E,30th Ave & Parklane Dr (Stop No. 10814),,Aurora County
-105.1628373,39.57564368,116X,Valley Pkwy & Amaranth Dr,NW,15,Littleton,80127,NE,Valley Pkwy,Amaranth Dr,Valley Pkwy & Amaranth Dr (Stop No. 33358),,Littleton County
-104.8099259,39.59514721,153,Arapahoe Rd & S Chambers Way,SW,35,Aurora,80016,NE,E Arapahoe Rd,S Chambers Wy,Arapahoe Rd & S Chambers Way (Stop No. 33363),,Aurora County
-104.972522,39.595012,"0L, 66",Arapahoe Rd & S Downing Cir,E,90,Centennial,80122,SE,E Arapahoe Rd,S Downing Cir E,Arapahoe Rd & S Downing Cir (Stop No. 12258),,Centennial County
-105.218248,40.021754,"206, FF, 208",Central Ave & Flatiron Pkwy E,S,90,Boulder,80301,SW,Central Ave E,Flatiron Pkwy,Central Ave & Flatiron Pkwy E (Stop No. 21036),,Boulder County
-104.94866,39.716091,46,S Adams St & Ellsworth Ave,S,50,Denver,80209,SW,S Adams St,E Ellsworth Ave,S Adams St & Ellsworth Ave (Stop No. 25338),,Denver County
-105.1528036,40.14783744,"324, J",1000 Block Airport Rd {1103},S,1120,Longmont,80503, ,Airport Rd,Stagthorn Dr,1000 Block Airport Rd {1103} (Stop No. 25343),,Longmont County
-104.960592,39.569941,24,S University Blvd & Otero Ave,S,75,Centennial,80122,SW,S University Blvd,E Otero Ave,S University Blvd & Otero Ave (Stop No. 21343),,Centennial County
-104.9947494,39.85640706,92,W 88th Ave & Fox Dr {1110},W,125,Thornton,80260,NW,W 88th Av,Fox Dr,W 88th Ave & Fox Dr {1110} (Stop No. 20761),,Thornton County
-105.0793254,39.79891723,76,Olde Town Arvada Stn Gate G,E,75,Arvada,80002,,Olde Town Station,Gate G,Olde Town Arvada Stn Gate G (Stop No. 34540),,Arvada County
-105.0027493,39.71475103,PLFX,W Bayaud Ave & S Platte River Dr,E,75,Denver,80223,SW,W Bayaud Ave,S Platte River Dr,W Bayaud Ave & S Platte River Dr (Stop No. 34626),,Denver County
-105.0248104,39.75477133,28,W 26th Ave & Federal Blvd,E,75,Denver,80211,SE,W 26th Ave,Federal Blvd,W 26th Ave & Federal Blvd (Stop No. 34675),,Denver County
-104.8094499,39.76200547,37,32nd Ave & Chambers Rd,W,120,Aurora,80011,NE,32nd Ave ,Chambers Rd,32nd Ave & Chambers Rd (Stop No. 34896),,Aurora County
-105.081569,39.772677,76,Wadsworth Blvd & W 41st Ave,S,75,Wheat Ridge,80033,SW,Wadsworth Blvd,W 41st Av,Wadsworth Blvd & W 41st Ave (Stop No. 16965),,Wheat Ridge County
-104.940846,39.720694,40,Colorado Blvd & 3rd Ave,S,65,Denver,80206,SW,Colorado Blvd,E 3rd Ave,Colorado Blvd & 3rd Ave (Stop No. 13070),,Denver County
-104.91273,39.671178,65,S Monaco Pkwy & Harvard Ave,N,114,Denver,80224,NE,S Monaco St,E Harvard Av,S Monaco Pkwy & Harvard Ave (Stop No. 15541),,Denver County
-104.978017,39.857667,"93L, 12",8900 Block Washington St {1203},S,1100,Thornton,80229,,Washington St,Russell Blvd,8900 Block Washington St {1203} (Stop No. 17210),,Thornton County
-104.91073,39.91431104,120L,120th Ave & Niagara St,W,90,Thornton,80602,NW,E 120th Ave,Niagara St,120th Ave & Niagara St (Stop No. 22752),,Thornton County
-104.8091791,39.5489723,P,South Chambers Rd & Aventerra Pkwy,S,75,Stonegate,80134,SW,SOUTH CHAMBERS ROAD,AVENTERRA PARKWAY,South Chambers Rd & Aventerra Pkwy (Stop No. 34433),,Stonegate County
-105.0252534,39.71217674,"31, 30",South Federal Blvd & West Alameda Ave,S,375,Denver,80219,NW,Federal Blvd,Alameda Ave,South Federal Blvd & West Alameda Ave (Stop No. 34440),,Denver County
-105.0853451,39.79700677,72,W 55th Ave & Zephyr Ct,W,5,Arvada,80002,NE,W 55th Ave,Zephyr Ct,W 55th Ave & Zephyr Ct (Stop No. 34950),,Arvada County
-105.294109,39.710918,EV,Genesee PnR,W,75,Golden,80401,NE,Mt Vernon Canyon Rd,Mt Vernon Country Club Rd,Genesee PnR (Stop No. 18896),,Golden County
-105.053353,39.696436,"51, 4",S Sheridan Blvd & W Mississippi Ave,S,125,Lakewood,80232,SW,S Sheridan Blvd,W Mississippi Av,S Sheridan Blvd & W Mississippi Ave (Stop No. 16571),,Lakewood County
-104.908382,39.653217,"105, 46, 35",Hampden Ave & S Oneida Way,W,180,Denver,80224,NE,E Hampden Av,S Oneida Wy,Hampden Ave & S Oneida Way (Stop No. 14167),,Denver County
-104.938839,39.696479,11,Mississippi Ave & S Colorado Blvd Farside,E,325,Glendale,80246,,E Mississippi Av,S Colorado Blvd,Mississippi Ave & S Colorado Blvd Farside (Stop No. 15319),,Glendale County
-104.959744,39.90182886,12,Northglenn & 112th Station Gate A,E,5,Northglenn,80233,SW,*48th & Chambers Hub,,Northglenn & 112th Station Gate A (Stop No. 23700),,Northglenn County
-105.272603,40.033385,204,19th St & Glenwood Dr,N,75,Boulder,80304,NE,19th St,Glenwood Dr,19th St & Glenwood Dr (Stop No. 10375),,Boulder County
-104.812924,39.794859,121,Maxwell Pl & Fairplay St,W,75,Denver,80239,NW,Maxwell Pl,Fairplay St,Maxwell Pl & Fairplay St (Stop No. 20391),,Denver County
-104.810155,39.631111,153,S Chambers Rd & S Fraser Cir,N,50,Aurora,80015,SE,S Chambers Rd,Granby Wy,S Chambers Rd & S Fraser Cir (Stop No. 23457),,Aurora County
-105.039653,39.743999,20,W 17th Ave & Perry St,W,65,Denver,80212,NW,W 17th Av,Perry St,W 17th Ave & Perry St (Stop No. 10316),,Denver County
-105.1333808,39.71255701,"3, GMFX",S Union Blvd & W Cedar Dr {1304},S,125,Lakewood,80228,NW,S Union Blvd,W Cedar Dr,S Union Blvd & W Cedar Dr {1304} (Stop No. 33542),,Lakewood County
-105.020875,39.841721,80,W 80th Ave & Crestview Ln,E,120,Sherrelwood,80221,SE,W 80th Av,Crestview Ln,W 80th Ave & Crestview Ln (Stop No. 11734),,Sherrelwood County
-105.02396,39.841736,80,W 80th Ave & Federal Blvd,E,180,Sherrelwood,80221,SE,W 80th Av,Federal Blvd,W 80th Ave & Federal Blvd (Stop No. 11738),,Sherrelwood County
-105.130794,39.638731,116X,W Quincy Ave & S Swadley Ct,W,100,Denver,80235,NW,W Quincy Ave,S Swadley Ct,W Quincy Ave & S Swadley Ct (Stop No. 23604),,Denver County
-105.153285,39.636179,116X,W Quincy Ave & S Cole Ct,W,100,Morrison,80465,NW,W Quincy Ave,S Cole Ct,W Quincy Ave & S Cole Ct (Stop No. 23609),,Morrison County
-105.3255722,40.01519408,NB,Hwy 119 & Fourmile Cnyn Rd,E,350,Boulder,80302,SE,State Hwy 119,Four Mile Canyon,Hwy 119 & Fourmile Cnyn Rd (Stop No. 20306),,Boulder County
-105.0157568,39.7827618,52,Zuni St & W Elk Pl,N,50,Denver,80211,SE,Zuni St,W Elk Pl,Zuni St & W Elk Pl (Stop No. 34348),,Denver County
-105.015311,39.78012103,52,W 46th Ave & Zuni St,E,125,Denver,80211,SE,W 46th Ave,Zuni St,W 46th Ave & Zuni St (Stop No. 34349),,Denver County
-104.8164888,39.78561909,45,Gateway Ave & Eagle Ct,W,40,Denver,80239,NE,Gateway Ave,Enid Ct,Gateway Ave & Eagle Ct (Stop No. 34898),,Denver County
-104.8020867,39.9868862,520,Bridge St & N 18th Ave {1201},E,75,Brighton,80601,NW,Bridge St,N 18th St,Bridge St & N 18th Ave {1201} (Stop No. 33193),,Brighton County
-105.091452,39.620604,"76, 35",5200 Block S Wadsworth Blvd,S,1056,Lakewood,80123, ,S Wadsworth Blvd,W Belleview Ave,5200 Block S Wadsworth Blvd (Stop No. 24001),,Lakewood County
-104.980868,39.740096,15,Colfax Ave & Pennsylvania St,W,50,Denver,80203,NE,E Colfax Av,Pennsylvania St,Colfax Ave & Pennsylvania St (Stop No. 12952),,Denver County
-105.025626,39.732985,"1, 9",W 10th Ave & Federal Blvd,W,100,Denver,80204,NW,W 10th Av,Federal Blvd,W 10th Ave & Federal Blvd (Stop No. 10045),,Denver County
-105.131034,40.195568,"326, J, LX, BOLT, LD",Hover St & 21st Ave {1103},S,100,Longmont,80503,SW,N Hover St,21st Av,Hover St & 21st Ave {1103} (Stop No. 22500),,Longmont County
-105.1509408,39.76177436,28,W 32nd Ave & Braun Ct,E,75,Applewood,80401,SE,W 32nd Av,Braun Ct,W 32nd Ave & Braun Ct (Stop No. 10868),,Applewood County
-104.90922,39.823781,49,70th Ave & Niagara St,E,105,Commerce City,80022,SE,E 70th Av,Niagara St,70th Ave & Niagara St (Stop No. 11634),,Commerce City County
-105.090564,39.983355,LD,S Public Rd & Miners Dr,S,75,Lafayette,80026,SW,S Public Rd,Miners Dr,S Public Rd & Miners Dr (Stop No. 25314),,Lafayette County
-104.7637971,39.50909557,P,S Parker Rd & Twentymile Rd {1408},S,350,Parker,80134,SW,Parker Rd,Twentymile Rd,S Parker Rd & Twentymile Rd {1408} (Stop No. 25318),,Parker County
-105.2581857,40.02383307,"205, BOLT",28th St & Spruce St,N,226,Boulder,80301,NE,28th St,Pearl St,28th St & Spruce St (Stop No. 25325),,Boulder County
-105.0671542,39.73681788,9,Lamar St & W 13th Ave,N,75,Lakewood,80214,,Lamar St,W 13th Ave,Lamar St & W 13th Ave (Stop No. 33953),,Lakewood County
-104.9218112,39.70712662,83,Leetsdale Dr & S Holly St,SE,90,Denver,80224,S,Leetsdale Dr,S Holly St,Leetsdale Dr & S Holly St (Stop No. 21419),,Denver County
-104.9036074,39.70354324,73,S Quebec St & Exposition Ave,S,75,Denver,80224,SW,S Quebec St,E Exposition Ave,S Quebec St & Exposition Ave (Stop No. 33203),,Denver County
-104.876323,39.704189,3,S Clinton St & Windsor Gardens Lot 2,N,10,Denver,80247,NE,S Clinton St,Lot 2,S Clinton St & Windsor Gardens Lot 2 (Stop No. 12793),,Denver County
-105.2592103,40.01452841,JUMP,Arapahoe Ave & 28th St,E,100,Boulder,80302,,Arapahoe Ave,Folsom St,Arapahoe Ave & 28th St (Stop No. 12229),,Boulder County
-105.1001641,39.70784664,99,S Garrison St & W Virginia Dr,N,75,Lakewood,80226,SE,S Garrison St,W Virginia Dr,S Garrison St & W Virginia Dr (Stop No. 18370),,Lakewood County
